2402 3
-0.26294 0.414326 -0.871319 -0.232487 0.36634 -0.900969 -0.201078 0.316848 -0.926917 
-0.168843 0.266055 -0.949056 -0.135915 0.214168 -0.967295 -0.102428 0.1614 -0.981559 
-0.06852 0.10797 -0.99179 -0.0343305 0.0540962 -0.997945 -0.0408399 0.049367 0.997945 
-0.081512 0.098531 0.99179 -0.121849 0.14729 0.981559 -0.161686 0.195444 0.967295 
-0.200858 0.242795 0.949056 -0.239204 0.289148 0.926917 -0.276568 0.334313 0.900969 
-0.312795 0.378104 0.871319 -0.347737 0.420342 0.838088 -0.38125 0.460852 0.801414 
-0.413196 0.499469 0.761446 -0.443445 0.536033 0.718349 -0.471871 0.570394 0.672301 
-0.498358 0.602412 0.62349 -0.522798 0.631954 0.572117 -0.545089 0.658899 0.518393 
-0.56514 0.683136 0.462538 -0.582869 0.704567 0.404783 -0.598202 0.723102 0.345365 
-0.611078 0.738666 0.284528 -0.621442 0.751195 0.222521 -0.629253 0.760637 0.1596 
-0.634479 0.766953 0.096023 -0.637097 0.770117 0.0320515 -0.637097 0.770117 -0.0320516 
-0.634479 0.766953 -0.0960231 -0.629253 0.760637 -0.1596 -0.621442 0.751195 -0.222521 
-0.611078 0.738666 -0.284528 -0.598202 0.723102 -0.345365 -0.582869 0.704567 -0.404783 
-0.56514 0.683136 -0.462538 -0.545089 0.658899 -0.518393 -0.522797 0.631954 -0.572117 
-0.498358 0.602411 -0.62349 -0.471871 0.570394 -0.672301 -0.443445 0.536033 -0.718349 
-0.413196 0.499469 -0.761446 -0.38125 0.460852 -0.801414 -0.347737 0.420342 -0.838088 
-0.312795 0.378104 -0.871319 -0.276568 0.334313 -0.900969 -0.239204 0.289148 -0.926917 
-0.200858 0.242795 -0.949056 -0.161685 0.195444 -0.967295 -0.121849 0.14729 -0.981559 
-0.0815119 0.098531 -0.99179 -0.0408398 0.0493669 -0.997945 -0.0467052 0.0438591 0.997945 
-0.0932184 0.0875379 0.99179 -0.139349 0.130857 0.981559 -0.184906 0.173639 0.967295 
-0.229704 0.215706 0.949056 -0.273558 0.256888 0.926917 -0.316288 0.297014 0.900969 
-0.357718 0.335919 0.871319 -0.397678 0.373444 0.838088 -0.436004 0.409435 0.801414 
-0.472538 0.443743 0.761446 -0.507131 0.476227 0.718349 -0.539639 0.506755 0.672301 
-0.569931 0.5352 0.62349 -0.59788 0.561446 0.572117 -0.623372 0.585386 0.518393 
-0.646303 0.606919 0.462538 -0.666578 0.625959 0.404783 -0.684114 0.642426 0.345365 
-0.698839 0.656253 0.284528 -0.710692 0.667384 0.222521 -0.719625 0.675772 0.1596 
-0.7256 0.681384 0.096023 -0.728594 0.684195 0.0320515 -0.728594 0.684195 -0.0320516 
-0.7256 0.681384 -0.0960231 -0.719625 0.675772 -0.1596 -0.710692 0.667384 -0.222521 
-0.698839 0.656253 -0.284528 -0.684114 0.642426 -0.345365 -0.666578 0.625958 -0.404783 
-0.646303 0.606919 -0.462538 -0.623372 0.585385 -0.518393 -0.59788 0.561446 -0.572117 
-0.569931 0.5352 -0.62349 -0.539639 0.506755 -0.672301 -0.507131 0.476227 -0.718349 
-0.472538 0.443743 -0.761446 -0.436004 0.409435 -0.801414 -0.397678 0.373444 -0.838088 
-0.357718 0.335919 -0.871319 -0.316288 0.297014 -0.900969 -0.273558 0.256888 -0.926917 
-0.229704 0.215706 -0.949056 -0.184906 0.173638 -0.967295 -0.139349 0.130857 -0.981559 
-0.0932184 0.0875379 -0.99179 -0.0467051 0.043859 -0.997945 -0.0518339 0.0376595 0.997945 
-0.103455 0.0751643 0.99179 -0.154651 0.11236 0.981559 -0.205211 0.149094 0.967295 
-0.254928 0.185216 0.949056 -0.303597 0.220576 0.926917 -0.351019 0.25503 0.900969 
-0.396999 0.288437 0.871319 -0.441347 0.320657 0.838088 -0.483882 0.351561 0.801414 
-0.524428 0.381019 0.761446 -0.562819 0.408912 0.718349 -0.598898 0.435124 0.672301 
-0.632515 0.459549 0.62349 -0.663533 0.482085 0.572117 -0.691825 0.50264 0.518393 
-0.717274 0.52113 0.462538 -0.739775 0.537478 0.404783 -0.759237 0.551618 0.345365 
-0.775579 0.563491 0.284528 -0.788733 0.573048 0.222521 -0.798647 0.580251 0.1596 
-0.805279 0.585069 0.096023 -0.808601 0.587483 0.0320515 -0.808601 0.587483 -0.0320516 
-0.805279 0.585069 -0.0960231 -0.798647 0.580251 -0.1596 -0.788733 0.573048 -0.222521 
-0.775579 0.563491 -0.284528 -0.759237 0.551618 -0.345365 -0.739775 0.537478 -0.404783 
-0.717274 0.52113 -0.462538 -0.691825 0.50264 -0.518393 -0.663533 0.482085 -0.572117 
-0.632515 0.459549 -0.62349 -0.598897 0.435124 -0.672301 -0.562819 0.408912 -0.718349 
-0.524428 0.381019 -0.761446 -0.483882 0.35156 -0.801414 -0.441347 0.320657 -0.838088 
-0.396999 0.288436 -0.871319 -0.351019 0.25503 -0.900969 -0.303597 0.220576 -0.926917 
-0.254928 0.185216 -0.949056 -0.205211 0.149094 -0.967295 -0.154651 0.11236 -0.981559 
-0.103455 0.0751643 -0.99179 -0.0518338 0.0376595 -0.997945 -0.0561452 0.0308661 0.997945 
-0.11206 0.0616053 0.99179 -0.167514 0.0920914 0.981559 -0.222279 0.122199 0.967295 
-0.276131 0.151805 0.949056 -0.328849 0.180786 0.926917 -0.380215 0.209025 0.900969 
-0.430019 0.236405 0.871319 -0.478056 0.262813 0.838088 -0.524128 0.288142 0.801414 
-0.568047 0.312286 0.761446 -0.609631 0.335148 0.718349 -0.648711 0.356632 0.672301 
-0.685124 0.37665 0.62349 -0.718722 0.395121 0.572117 -0.749367 0.411968 0.518393 
-0.776933 0.427122 0.462538 -0.801306 0.440522 0.404783 -0.822386 0.452111 0.345365 
-0.840087 0.461842 0.284528 -0.854336 0.469675 0.222521 -0.865074 0.475578 0.1596 
-0.872257 0.479527 0.096023 -0.875856 0.481506 0.0320515 -0.875856 0.481506 -0.0320516 
-0.872257 0.479527 -0.0960231 -0.865074 0.475578 -0.1596 -0.854336 0.469675 -0.222521 
-0.840087 0.461842 -0.284528 -0.822386 0.452111 -0.345365 -0.801306 0.440522 -0.404783 
-0.776933 0.427122 -0.462538 -0.749367 0.411968 -0.518393 -0.718722 0.395121 -0.572117 
-0.685124 0.37665 -0.62349 -0.648711 0.356632 -0.672301 -0.609631 0.335148 -0.718349 
-0.568047 0.312286 -0.761446 -0.524128 0.288142 -0.801414 -0.478056 0.262813 -0.838088 
-0.430019 0.236405 -0.871319 -0.380215 0.209025 -0.900969 -0.328849 0.180786 -0.926917 
-0.276131 0.151804 -0.949056 -0.222279 0.122199 -0.967295 -0.167514 0.0920913 -0.981559 
-0.11206 0.0616052 -0.99179 -0.0561451 0.030866 -0.997945 -0.059571 0.0235858 0.997945 
-0.118897 0.0470747 0.99179 -0.177735 0.0703702 0.981559 -0.235842 0.0933765 0.967295 
-0.29298 0.115999 0.949056 -0.348914 0.138145 0.926917 -0.403415 0.159723 0.900969 
-0.456258 0.180645 0.871319 -0.507226 0.200825 0.838088 -0.556109 0.220179 0.801414 
-0.602708 0.238629 0.761446 -0.646829 0.256098 0.718349 -0.688293 0.272514 0.672301 
-0.726929 0.287811 0.62349 -0.762577 0.301925 0.572117 -0.795092 0.314799 0.518393 
-0.824339 0.326379 0.462538 -0.850199 0.336618 0.404783 -0.872566 0.345473 0.345365 
-0.891347 0.352909 0.284528 -0.906465 0.358895 0.222521 -0.917858 0.363406 0.1596 
-0.92548 0.366423 0.096023 -0.929299 0.367935 0.0320515 -0.929299 0.367935 -0.0320516 
-0.92548 0.366423 -0.0960231 -0.917858 0.363406 -0.1596 -0.906465 0.358895 -0.222521 
-0.891347 0.352909 -0.284528 -0.872566 0.345473 -0.345365 -0.850199 0.336618 -0.404783 
-0.824339 0.326379 -0.462538 -0.795092 0.314799 -0.518393 -0.762577 0.301925 -0.572117 
-0.726929 0.287811 -0.62349 -0.688293 0.272514 -0.672301 -0.646829 0.256098 -0.718349 
-0.602708 0.238629 -0.761446 -0.556109 0.220179 -0.801414 -0.507225 0.200825 -0.838088 
-0.456258 0.180645 -0.871319 -0.403415 0.159723 -0.900969 -0.348914 0.138145 -0.926917 
-0.29298 0.115999 -0.949056 -0.235842 0.0933764 -0.967295 -0.177735 0.0703701 -0.981559 
-0.118897 0.0470747 -0.99179 -0.0595709 0.0235858 -0.997945 -0.0620573 0.0159336 0.997945 
-0.12386 0.0318017 0.99179 -0.185153 0.0475392 0.981559 -0.245686 0.0630813 0.967295 
-0.305209 0.0783642 0.949056 -0.363477 0.0933251 0.926917 -0.420253 0.107902 0.900969 
-0.475301 0.122036 0.871319 -0.528396 0.135669 0.838088 -0.57932 0.148744 0.801414 
-0.627863 0.161208 0.761446 -0.673826 0.173009 0.718349 -0.717021 0.1841 0.672301 
-0.757269 0.194434 0.62349 -0.794405 0.203968 0.572117 -0.828277 0.212665 0.518393 
-0.858745 0.220488 0.462538 -0.885685 0.227405 0.404783 -0.908985 0.233388 0.345365 
-0.92855 0.238411 0.284528 -0.944299 0.242455 0.222521 -0.956168 0.245502 0.1596 
-0.964107 0.247541 0.096023 -0.968086 0.248562 0.0320515 -0.968086 0.248562 -0.0320516 
-0.964107 0.247541 -0.0960231 -0.956168 0.245502 -0.1596 -0.944299 0.242455 -0.222521 
-0.92855 0.238411 -0.284528 -0.908985 0.233388 -0.345365 -0.885685 0.227405 -0.404783 
-0.858745 0.220488 -0.462538 -0.828277 0.212665 -0.518393 -0.794405 0.203968 -0.572117 
-0.757269 0.194434 -0.62349 -0.717021 0.1841 -0.672301 -0.673826 0.173009 -0.718349 
-0.627863 0.161208 -0.761446 -0.57932 0.148744 -0.801414 -0.528396 0.135669 -0.838088 
-0.475301 0.122036 -0.871319 -0.420252 0.107902 -0.900969 -0.363477 0.0933251 -0.926917 
-0.305208 0.0783642 -0.949056 -0.245685 0.0630813 -0.967295 -0.185153 0.0475392 -0.981559 
-0.12386 0.0318017 -0.99179 -0.0620573 0.0159336 -0.997945 -0.063565 0.00803012 0.997945 
-0.126869 0.0160272 0.99179 -0.189651 0.0239585 0.981559 -0.251654 0.0317913 0.967295 
-0.312624 0.0394935 0.949056 -0.372308 0.0470334 0.926917 -0.430462 0.05438 0.900969 
-0.486848 0.0615032 0.871319 -0.541233 0.0683736 0.838088 -0.593394 0.0749631 0.801414 
-0.643117 0.0812445 0.761446 -0.690197 0.0871921 0.718349 -0.734441 0.0927814 0.672301 
-0.775667 0.0979894 0.62349 -0.813705 0.102795 0.572117 -0.8484 0.107178 0.518393 
-0.879608 0.11112 0.462538 -0.907202 0.114606 0.404783 -0.931068 0.117621 0.345365 
-0.951109 0.120153 0.284528 -0.96724 0.122191 0.222521 -0.979398 0.123727 0.1596 
-0.98753 0.124754 0.096023 -0.991605 0.125269 0.0320515 -0.991605 0.125269 -0.0320516 
-0.98753 0.124754 -0.0960231 -0.979398 0.123727 -0.1596 -0.96724 0.122191 -0.222521 
-0.951108 0.120153 -0.284528 -0.931068 0.117621 -0.345365 -0.907202 0.114606 -0.404783 
-0.879608 0.11112 -0.462538 -0.8484 0.107178 -0.518393 -0.813705 0.102795 -0.572117 
-0.775666 0.0979894 -0.62349 -0.734441 0.0927814 -0.672301 -0.690197 0.0871921 -0.718349 
-0.643117 0.0812445 -0.761446 -0.593394 0.0749631 -0.801414 -0.541233 0.0683736 -0.838088 
-0.486848 0.0615032 -0.871319 -0.430462 0.05438 -0.900969 -0.372308 0.0470334 -0.926917 
-0.312623 0.0394935 -0.949056 -0.251654 0.0317913 -0.967295 -0.189651 0.0239585 -0.981559 
-0.126869 0.0160272 -0.99179 -0.0635649 0.00803011 -0.997945 -0.0640702 -5.6012e-09 0.997945 
-0.127877 -1.11794e-08 0.99179 -0.191159 -1.67116e-08 0.981559 -0.253655 -2.21752e-08 0.967295 
-0.315108 -2.75476e-08 0.949056 -0.375267 -3.28069e-08 0.926917 -0.433884 -3.79313e-08 0.900969 
-0.490718 -4.28999e-08 0.871319 -0.545535 -4.76922e-08 0.838088 -0.598111 -5.22885e-08 0.801414 
-0.648228 -5.66699e-08 0.761446 -0.695683 -6.08185e-08 0.718349 -0.740278 -6.47172e-08 0.672301 
-0.781832 -6.83499e-08 0.62349 -0.820172 -7.17017e-08 0.572117 -0.855143 -7.4759e-08 0.518393 
-0.886599 -7.7509e-08 0.462538 -0.914413 -7.99405e-08 0.404783 -0.938468 -8.20435e-08 0.345365 
-0.958668 -8.38094e-08 0.284528 -0.974928 -8.52309e-08 0.222521 -0.987182 -8.63022e-08 0.1596 
-0.995379 -8.70188e-08 0.096023 -0.999486 -8.73779e-08 0.0320515 -0.999486 -8.73779e-08 -0.0320516 
-0.995379 -8.70188e-08 -0.0960231 -0.987182 -8.63022e-08 -0.1596 -0.974928 -8.52309e-08 -0.222521 
-0.958668 -8.38094e-08 -0.284528 -0.938468 -8.20435e-08 -0.345365 -0.914413 -7.99405e-08 -0.404783 
-0.886599 -7.7509e-08 -0.462538 -0.855143 -7.4759e-08 -0.518393 -0.820172 -7.17017e-08 -0.572117 
-0.781831 -6.83499e-08 -0.62349 -0.740278 -6.47172e-08 -0.672301 -0.695683 -6.08185e-08 -0.718349 
-0.648228 -5.66699e-08 -0.761446 -0.59811 -5.22885e-08 -0.801414 -0.545535 -4.76922e-08 -0.838088 
-0.490718 -4.28999e-08 -0.871319 -0.433884 -3.79313e-08 -0.900969 -0.375267 -3.28069e-08 -0.926917 
-0.315108 -2.75476e-08 -0.949056 -0.253655 -2.21752e-08 -0.967295 -0.191159 -1.67116e-08 -0.981559 
-0.127877 -1.11794e-08 -0.99179 -0.0640701 -5.60119e-09 -0.997945 -0.063565 -0.00803013 0.997945 
-0.126869 -0.0160273 0.99179 -0.189651 -0.0239585 0.981559 -0.251654 -0.0317914 0.967295 
-0.312624 -0.0394936 0.949056 -0.372308 -0.0470335 0.926917 -0.430462 -0.0543801 0.900969 
-0.486848 -0.0615033 0.871319 -0.541233 -0.0683737 0.838088 -0.593394 -0.0749632 0.801414 
-0.643117 -0.0812446 0.761446 -0.690197 -0.0871922 0.718349 -0.734441 -0.0927815 0.672301 
-0.775667 -0.0979895 0.62349 -0.813705 -0.102795 0.572117 -0.8484 -0.107178 0.518393 
-0.879608 -0.11112 0.462538 -0.907202 -0.114606 0.404783 -0.931068 -0.117621 0.345365 
-0.951108 -0.120153 0.284528 -0.96724 -0.122191 0.222521 -0.979398 -0.123727 0.1596 
-0.98753 -0.124754 0.096023 -0.991605 -0.125269 0.0320515 -0.991605 -0.125269 -0.0320516 
-0.98753 -0.124754 -0.0960231 -0.979398 -0.123727 -0.1596 -0.96724 -0.122191 -0.222521 
-0.951108 -0.120153 -0.284528 -0.931068 -0.117621 -0.345365 -0.907202 -0.114606 -0.404783 
-0.879608 -0.11112 -0.462538 -0.8484 -0.107178 -0.518393 -0.813705 -0.102795 -0.572117 
-0.775666 -0.0979895 -0.62349 -0.734441 -0.0927815 -0.672301 -0.690197 -0.0871922 -0.718349 
-0.643117 -0.0812446 -0.761446 -0.593394 -0.0749632 -0.801414 -0.541233 -0.0683737 -0.838088 
-0.486848 -0.0615033 -0.871319 -0.430462 -0.0543801 -0.900969 -0.372308 -0.0470335 -0.926917 
-0.312623 -0.0394935 -0.949056 -0.251654 -0.0317914 -0.967295 -0.189651 -0.0239585 -0.981559 
-0.126869 -0.0160273 -0.99179 -0.0635649 -0.00803012 -0.997945 -0.0620573 -0.0159336 0.997945 
-0.12386 -0.0318018 0.99179 -0.185153 -0.0475392 0.981559 -0.245686 -0.0630814 0.967295 
-0.305209 -0.0783643 0.949056 -0.363477 -0.0933251 0.926917 -0.420252 -0.107903 0.900969 
-0.475301 -0.122037 0.871319 -0.528396 -0.135669 0.838088 -0.57932 -0.148744 0.801414 
-0.627863 -0.161208 0.761446 -0.673826 -0.173009 0.718349 -0.717021 -0.1841 0.672301 
-0.757269 -0.194434 0.62349 -0.794405 -0.203969 0.572117 -0.828277 -0.212665 0.518393 
-0.858745 -0.220488 0.462538 -0.885685 -0.227405 0.404783 -0.908985 -0.233388 0.345365 
-0.92855 -0.238411 0.284528 -0.944299 -0.242455 0.222521 -0.956168 -0.245502 0.1596 
-0.964107 -0.247541 0.096023 -0.968085 -0.248562 0.0320515 -0.968085 -0.248562 -0.0320516 
-0.964107 -0.247541 -0.0960231 -0.956168 -0.245502 -0.1596 -0.944299 -0.242455 -0.222521 
-0.92855 -0.238411 -0.284528 -0.908985 -0.233388 -0.345365 -0.885685 -0.227405 -0.404783 
-0.858745 -0.220488 -0.462538 -0.828277 -0.212665 -0.518393 -0.794405 -0.203969 -0.572117 
-0.757269 -0.194434 -0.62349 -0.717021 -0.1841 -0.672301 -0.673826 -0.173009 -0.718349 
-0.627863 -0.161208 -0.761446 -0.57932 -0.148744 -0.801414 -0.528396 -0.135669 -0.838088 
-0.475301 -0.122037 -0.871319 -0.420252 -0.107903 -0.900969 -0.363477 -0.0933251 -0.926917 
-0.305208 -0.0783642 -0.949056 -0.245685 -0.0630813 -0.967295 -0.185153 -0.0475392 -0.981559 
-0.12386 -0.0318017 -0.99179 -0.0620573 -0.0159336 -0.997945 -0.059571 -0.0235858 0.997945 
-0.118897 -0.0470747 0.99179 -0.177735 -0.0703702 0.981559 -0.235842 -0.0933765 0.967295 
-0.29298 -0.115999 0.949056 -0.348914 -0.138145 0.926917 -0.403415 -0.159723 0.900969 
-0.456258 -0.180645 0.871319 -0.507226 -0.200825 0.838088 -0.556109 -0.220179 0.801414 
-0.602708 -0.238629 0.761446 -0.646829 -0.256098 0.718349 -0.688293 -0.272515 0.672301 
-0.726929 -0.287811 0.62349 -0.762577 -0.301926 0.572117 -0.795092 -0.314799 0.518393 
-0.824339 -0.326379 0.462538 -0.850199 -0.336618 0.404783 -0.872566 -0.345473 0.345365 
-0.891347 -0.352909 0.284528 -0.906465 -0.358895 0.222521 -0.917858 -0.363406 0.1596 
-0.92548 -0.366424 0.096023 -0.929299 -0.367936 0.0320515 -0.929299 -0.367936 -0.0320516 
-0.92548 -0.366424 -0.0960231 -0.917858 -0.363406 -0.1596 -0.906465 -0.358895 -0.222521 
-0.891347 -0.352909 -0.284528 -0.872566 -0.345473 -0.345365 -0.850199 -0.336618 -0.404783 
-0.824339 -0.326379 -0.462538 -0.795092 -0.314799 -0.518393 -0.762577 -0.301926 -0.572117 
-0.726928 -0.287811 -0.62349 -0.688293 -0.272515 -0.672301 -0.646829 -0.256098 -0.718349 
-0.602707 -0.238629 -0.761446 -0.556109 -0.220179 -0.801414 -0.507225 -0.200825 -0.838088 
-0.456258 -0.180645 -0.871319 -0.403415 -0.159723 -0.900969 -0.348914 -0.138145 -0.926917 
-0.29298 -0.115999 -0.949056 -0.235842 -0.0933765 -0.967295 -0.177735 -0.0703702 -0.981559 
-0.118897 -0.0470747 -0.99179 -0.0595709 -0.0235858 -0.997945 -0.0561452 -0.0308661 0.997945 
-0.11206 -0.0616053 0.99179 -0.167514 -0.0920914 0.981559 -0.222279 -0.122199 0.967295 
-0.276131 -0.151805 0.949056 -0.328849 -0.180786 0.926917 -0.380215 -0.209025 0.900969 
-0.430019 -0.236405 0.871319 -0.478056 -0.262814 0.838088 -0.524128 -0.288142 0.801414 
-0.568047 -0.312286 0.761446 -0.609631 -0.335148 0.718349 -0.648711 -0.356632 0.672301 
-0.685124 -0.37665 0.62349 -0.718722 -0.395121 0.572117 -0.749367 -0.411968 0.518393 
-0.776933 -0.427123 0.462538 -0.801306 -0.440522 0.404783 -0.822386 -0.452111 0.345365 
-0.840087 -0.461842 0.284528 -0.854336 -0.469675 0.222521 -0.865074 -0.475579 0.1596 
-0.872257 -0.479528 0.096023 -0.875856 -0.481506 0.0320515 -0.875856 -0.481506 -0.0320516 
-0.872257 -0.479528 -0.0960231 -0.865074 -0.475579 -0.1596 -0.854336 -0.469675 -0.222521 
-0.840087 -0.461842 -0.284528 -0.822386 -0.452111 -0.345365 -0.801306 -0.440522 -0.404783 
-0.776933 -0.427123 -0.462538 -0.749367 -0.411968 -0.518393 -0.718722 -0.395121 -0.572117 
-0.685124 -0.37665 -0.62349 -0.64871 -0.356632 -0.672301 -0.609631 -0.335148 -0.718349 
-0.568047 -0.312286 -0.761446 -0.524128 -0.288142 -0.801414 -0.478056 -0.262813 -0.838088 
-0.430019 -0.236405 -0.871319 -0.380215 -0.209025 -0.900969 -0.328849 -0.180786 -0.926917 
-0.276131 -0.151805 -0.949056 -0.222279 -0.122199 -0.967295 -0.167514 -0.0920914 -0.981559 
-0.11206 -0.0616053 -0.99179 -0.0561451 -0.030866 -0.997945 -0.0518339 -0.0376595 0.997945 
-0.103455 -0.0751643 0.99179 -0.154651 -0.11236 0.981559 -0.205211 -0.149094 0.967295 
-0.254928 -0.185216 0.949056 -0.303597 -0.220576 0.926917 -0.351019 -0.255031 0.900969 
-0.396999 -0.288437 0.871319 -0.441347 -0.320657 0.838088 -0.483882 -0.351561 0.801414 
-0.524428 -0.381019 0.761446 -0.562819 -0.408912 0.718349 -0.598897 -0.435125 0.672301 
-0.632515 -0.459549 0.62349 -0.663533 -0.482085 0.572117 -0.691825 -0.50264 0.518393 
-0.717274 -0.52113 0.462538 -0.739775 -0.537478 0.404783 -0.759237 -0.551618 0.345365 
-0.775579 -0.563491 0.284528 -0.788733 -0.573048 0.222521 -0.798647 -0.580251 0.1596 
-0.805279 -0.585069 0.096023 -0.808601 -0.587483 0.0320515 -0.808601 -0.587483 -0.0320516 
-0.805279 -0.585069 -0.0960231 -0.798647 -0.580251 -0.1596 -0.788733 -0.573048 -0.222521 
-0.775578 -0.563491 -0.284528 -0.759237 -0.551618 -0.345365 -0.739775 -0.537478 -0.404783 
-0.717274 -0.52113 -0.462538 -0.691825 -0.50264 -0.518393 -0.663533 -0.482085 -0.572117 
-0.632515 -0.459549 -0.62349 -0.598897 -0.435125 -0.672301 -0.562819 -0.408912 -0.718349 
-0.524428 -0.381019 -0.761446 -0.483882 -0.351561 -0.801414 -0.441347 -0.320657 -0.838088 
-0.396999 -0.288437 -0.871319 -0.351019 -0.25503 -0.900969 -0.303597 -0.220576 -0.926917 
-0.254928 -0.185216 -0.949056 -0.205211 -0.149094 -0.967295 -0.154651 -0.11236 -0.981559 
-0.103455 -0.0751643 -0.99179 -0.0518338 -0.0376595 -0.997945 -0.0467052 -0.0438591 0.997945 
-0.0932184 -0.087538 0.99179 -0.139349 -0.130857 0.981559 -0.184906 -0.173639 0.967295 
-0.229704 -0.215706 0.949056 -0.273558 -0.256888 0.926917 -0.316288 -0.297014 0.900969 
-0.357718 -0.335919 0.871319 -0.397678 -0.373444 0.838088 -0.436004 -0.409435 0.801414 
-0.472538 -0.443743 0.761446 -0.507131 -0.476228 0.718349 -0.539639 -0.506755 0.672301 
-0.569931 -0.535201 0.62349 -0.59788 -0.561447 0.572117 -0.623372 -0.585386 0.518393 
-0.646303 -0.606919 0.462538 -0.666578 -0.625959 0.404783 -0.684114 -0.642426 0.345365 
-0.698839 -0.656253 0.284528 -0.710692 -0.667384 0.222521 -0.719624 -0.675772 0.1596 
-0.7256 -0.681384 0.096023 -0.728594 -0.684195 0.0320515 -0.728594 -0.684195 -0.0320516 
-0.7256 -0.681384 -0.0960231 -0.719624 -0.675772 -0.1596 -0.710692 -0.667384 -0.222521 
-0.698839 -0.656253 -0.284528 -0.684114 -0.642426 -0.345365 -0.666578 -0.625959 -0.404783 
-0.646303 -0.606919 -0.462538 -0.623372 -0.585386 -0.518393 -0.59788 -0.561447 -0.572117 
-0.569931 -0.535201 -0.62349 -0.539639 -0.506755 -0.672301 -0.507131 -0.476227 -0.718349 
-0.472538 -0.443743 -0.761446 -0.436004 -0.409435 -0.801414 -0.397678 -0.373444 -0.838088 
-0.357718 -0.335919 -0.871319 -0.316288 -0.297014 -0.900969 -0.273558 -0.256888 -0.926917 
-0.229704 -0.215706 -0.949056 -0.184906 -0.173638 -0.967295 -0.139349 -0.130857 -0.981559 
-0.0932184 -0.0875379 -0.99179 -0.0467051 -0.043859 -0.997945 -0.0408399 -0.049367 0.997945 
-0.081512 -0.0985311 0.99179 -0.121849 -0.14729 0.981559 -0.161685 -0.195444 0.967295 
-0.200858 -0.242795 0.949056 -0.239204 -0.289148 0.926917 -0.276568 -0.334313 0.900969 
-0.312795 -0.378104 0.871319 -0.347737 -0.420342 0.838088 -0.38125 -0.460852 0.801414 
-0.413196 -0.499469 0.761446 -0.443445 -0.536033 0.718349 -0.471871 -0.570394 0.672301 
-0.498358 -0.602412 0.62349 -0.522797 -0.631954 0.572117 -0.545088 -0.658899 0.518393 
-0.56514 -0.683137 0.462538 -0.582868 -0.704567 0.404783 -0.598202 -0.723102 0.345365 
-0.611078 -0.738666 0.284528 -0.621442 -0.751195 0.222521 -0.629253 -0.760637 0.1596 
-0.634478 -0.766953 0.096023 -0.637096 -0.770117 0.0320515 -0.637096 -0.770117 -0.0320516 
-0.634478 -0.766953 -0.0960231 -0.629253 -0.760637 -0.1596 -0.621442 -0.751195 -0.222521 
-0.611078 -0.738666 -0.284528 -0.598202 -0.723102 -0.345365 -0.582868 -0.704567 -0.404783 
-0.56514 -0.683137 -0.462538 -0.545088 -0.658899 -0.518393 -0.522797 -0.631954 -0.572117 
-0.498358 -0.602412 -0.62349 -0.471871 -0.570394 -0.672301 -0.443445 -0.536033 -0.718349 
-0.413196 -0.499469 -0.761446 -0.38125 -0.460852 -0.801414 -0.347737 -0.420342 -0.838088 
-0.312795 -0.378104 -0.871319 -0.276568 -0.334313 -0.900969 -0.239204 -0.289148 -0.926917 
-0.200857 -0.242795 -0.949056 -0.161685 -0.195444 -0.967295 -0.121849 -0.14729 -0.981559 
-0.0815119 -0.098531 -0.99179 -0.0408398 -0.0493669 -0.997945 -0.0343305 -0.0540963 0.997945 
-0.06852 -0.10797 0.99179 -0.102428 -0.161401 0.981559 -0.135915 -0.214168 0.967295 
-0.168843 -0.266055 0.949056 -0.201078 -0.316848 0.926917 -0.232487 -0.36634 0.900969 
-0.26294 -0.414327 0.871319 -0.292312 -0.46061 0.838088 -0.320484 -0.505001 0.801414 
-0.347338 -0.547317 0.761446 -0.372765 -0.587384 0.718349 -0.396661 -0.625037 0.672301 
-0.418926 -0.660122 0.62349 -0.43947 -0.692494 0.572117 -0.458208 -0.722021 0.518393 
-0.475064 -0.748581 0.462538 -0.489967 -0.772064 0.404783 -0.502856 -0.792375 0.345365 
-0.51368 -0.80943 0.284528 -0.522392 -0.823159 0.222521 -0.528958 -0.833505 0.1596 
-0.533351 -0.840426 0.096023 -0.535551 -0.843894 0.0320515 -0.535551 -0.843894 -0.0320516 
-0.533351 -0.840426 -0.0960231 -0.528958 -0.833505 -0.1596 -0.522392 -0.823159 -0.222521 
-0.51368 -0.80943 -0.284528 -0.502856 -0.792375 -0.345365 -0.489967 -0.772064 -0.404783 
-0.475064 -0.748581 -0.462538 -0.458208 -0.722021 -0.518393 -0.43947 -0.692494 -0.572117 
-0.418926 -0.660122 -0.62349 -0.396661 -0.625037 -0.672301 -0.372765 -0.587384 -0.718349 
-0.347338 -0.547317 -0.761446 -0.320484 -0.505001 -0.801414 -0.292312 -0.46061 -0.838088 
-0.26294 -0.414327 -0.871319 -0.232486 -0.36634 -0.900969 -0.201078 -0.316848 -0.926917 
-0.168843 -0.266055 -0.949056 -0.135915 -0.214168 -0.967295 -0.102428 -0.161401 -0.981559 
-0.0685199 -0.10797 -0.99179 -0.0343305 -0.0540962 -0.997945 -0.0272798 -0.0579725 0.997945 
-0.0544474 -0.115707 0.99179 -0.0813914 -0.172966 0.981559 -0.108001 -0.229514 0.967295 
-0.134167 -0.285118 0.949056 -0.159781 -0.339552 0.926917 -0.184739 -0.39259 0.900969 
